category;domain;description;provider;product
mobile;reality;Create multi user, spatially aware mixed reality experiences;azure;Spatial Anchors
mobile;web and mobile application;Quickly create powerful cloud apps for web and mobile;azure;App Service
mobile;web and mobile application;Create cloud powered mobile apps faster;azure;Xamarin
networking and content delivery;access security;secure access to corporate applications;aws;AWS Verified Access
networking and content delivery;access security;Private and fully managed RDP and SSH access to your virtual machines;azure;Azure Bastion
networking and content delivery;api management;api gateway;aws;Amazon API Gateway
networking and content delivery;cellular network;cellular network;aws;AWS Private 5G
networking and content delivery;cellular network;Extend Azure management for deploying 5G and SD WAN network functions on edge devices;azure;Azure Network Function Manager
networking and content delivery;cellular network;Rapidly deploy and manage private 5G networks at the enterprise edge;azure;Azure Private 5G Coreï¿½PREVIEW
networking and content delivery;content delivery  network (CDN);content delivery network;aws;Amazon Cloud Front
networking and content delivery;content delivery  network (CDN);Fast, reliable content delivery network with global reach;azure;Content Delivery Network
networking and content delivery;ddos protection;Protect your applications from Distributed Denial of Service (DDoS) attacks;azure;Azure DDoS Protection
networking and content delivery;discovery service;cloud resource discovery;aws;AWS Cloud Map
networking and content delivery;domain name server (DNS);Domain Name Server;aws;Amazon Route 53
networking and content delivery;domain name server (DNS);Host your DNS domain in Azure;azure;Azure DNS
networking and content delivery;firewall;Cloud native and intelligent network firewall security;azure;Azure Firewall
networking and content delivery;firewall;Central network security policy and route management for globally distributed, software defined perimeters;azure;Azure Firewall Manager
networking and content delivery;firewall;A cloud native web application firewall (WAF) service that provides powerful protection for web apps;azure;Web Application Firewall
networking and content delivery;load balancing;load balancer;aws;Application Load Balancer
networking and content delivery;load balancing;load balancer;aws;Network Load Balancer
networking and content delivery;load balancing;load balancer;aws;Gateway Load Balancer
networking and content delivery;load balancing;Deliver high availability and network performance to your apps;azure;Load Balancer
networking and content delivery;monitoring;Network performance monitoring and diagnostics solution;azure;Network Watcher
networking and content delivery;network management;network connection;aws;AWS Direct Connect
networking and content delivery;network management;network performance;aws;AWS Global Accelerator
networking and content delivery;network management;network traffic management;aws;AWS VPC Lattice
networking and content delivery;traffic management;application level networking;aws;AWS App Mesh
networking and content delivery;traffic management;Route incoming traffic for high performance and availability;azure;Traffic Manager
networking and content delivery;traffic management;Enable network appliances to exchange routes dynamically with virtual networks in Azure;azure;Azure Route Server
networking and content delivery;virtual private network (VPN);virtual network connection;aws;AWS Transit Gateway
networking and content delivery;virtual private network (VPN);virtual network;aws;Amazon Virtual Private Cloud (VPC)
networking and content delivery;virtual private network (VPN);virtual private network;aws;AWS Client VPN
networking and content delivery;virtual private network (VPN);virtual private network;aws;AWS Site to Site VPN
networking and content delivery;virtual private network (VPN);private link;aws;AWS PrivateLink
networking and content delivery;virtual private network (VPN);Experience a fast, reliable, and private connection to Azure;azure;Azure ExpressRoute
networking and content delivery;virtual private network (VPN);Private access to services hosted on the Azure platform, keeping your data on the Microsoft network;azure;Azure Private Link
networking and content delivery;virtual private network (VPN);Provision private networks, optionally connect to on premises datacenters;azure;Virtual Network
networking and content delivery;virtual private network (VPN);Establish secure, cross premises connectivity;azure;VPN Gateway
networking and content delivery;virtual private network (VPN);Centrally manage virtual networks in Azure from a single pane of glass;azure;Azure Virtual Network Manager
networking and content delivery;wide area network (WAN);wide area network;aws;AWS Cloud WAN
networking and content delivery;wide area network (WAN);Optimize and automate branch to branch connectivity through Azure;azure;Virtual WAN
quantum technologies;quantum computing;quantum computing;aws;Amazon Bracket
robotics;simulation;simulation workload;aws;AWS RoboMaker
satellite;satellite communication;satellite communication;aws;AWS Ground Station
satellite;satellite communication;Satellite ground station and scheduling services for fast downlinking of data;azure;Azure Orbital
security and compliance;access security;authorization service;aws;Amazon Verified Permissions
security and compliance;centralized configuration;Fast, scalable parameter storage for app configuration;azure;App Configuration
security and compliance;cryptography;public and private certificates management;aws;AWS Certificate Manager (ACMÃ 
security and compliance;cryptography;private certificate authority;aws;AWS Private Certificate Authority
security and compliance;cryptography;cryptographic keys management;aws;AWS Key management Service (AWS KMS
security and compliance;cryptography;code signing;aws;AWS Signer
security and compliance;cryptography;payment processing;aws;AWS Payment Cryptography
security and compliance;data security;A unified solution for remotely verifying the trustworthiness of a platform and integrity of the binaries running inside it;azure;Microsoft Azure Attestation
security and compliance;data security;sensitive data reporting;aws;Amazon Macie
security and compliance;data security;Better protect your sensitive information, anytime, anywhere;azure;Azure Information Protection
security and compliance;data security;Tamperproof, unstructured data store hosted in trusted execution environments (TEEs) and backed by cryptographically verifiable evidence;azure;Azure confidential ledger
security and compliance;data security;Fast, reliable, and more secure cloud content delivery service with intelligent threat protection;azure;Azure Front Door
security and compliance;data sharing;resources sharing;aws;AWS Resource Access Manager
security and compliance;data storage;security data centralization;aws;Amazon Security Lake
security and compliance;ddos protection;ddos protection;aws;AWS Shield
security and compliance;ddos protection;Protect your applications from Distributed Denial of Service (DDoS) attacks;azure;Azure DDoS Protection
security and compliance;directory service;hierarchical datastore;aws;Amazon Cloud directory
security and compliance;directory service;active directory;aws;AWS Directory Service
security and compliance;directory service;active directory;microsoft;Active Directory
security and compliance;directory service;Manage your domain controllers in the cloud;azure;Azure Active Directory Domain Services
security and compliance;firewall;resource protection management;aws;AWS Firewall Manager
security and compliance;firewall;firewall;aws;AWS WAF
security and compliance;firewall;firewall rules;aws;AWS Network Firewall
security and compliance;firewall;A cloud native web application firewall (WAF) service that provides powerful protection for web apps;azure;Web Application Firewall
security and compliance;hardware security module (HSM);cryptographic service for hardware security modules (HSMs);aws;AWS CloudHSM
security and compliance;hardware security module (HSM);Manage hardware security modules that you use in the cloud;azure;Azure Dedicated HSM
security and compliance;identity and access management (IAM);identity and access management;aws;AWS Identity and Access Management (IAM)
security and compliance;load balancing;Build secure, scalable, highly available web front ends in Azure;azure;Application Gateway
security and compliance;secret management;secret management;aws;AWS Secret Manager
security and compliance;secret management;Safeguard and maintain control of keys and other secrets;azure;Key Vault
security and compliance;security compliance;compliance information access;aws;AWS Artifact
security and compliance;security compliance;risk and compliance audit;aws;AWS Audit Manager
security and compliance;security inspector;vulnerability scan management;aws;Amazon Inspector
security and compliance;security inspector;Protect your multi cloud and hybrid environments;azure;Microsoft Defender for Cloud
security and compliance;security management;cloud security posture management;aws;AWS Security Hub
security and compliance;security management;security data analysis;aws;Amazon Detective
security and compliance;security management;Cloud native SIEM and intelligent security analytics;azure;Microsoft Sentinel
security and compliance;threat detection;data, account and workload protection;aws;Amazon GuardDuty
security and compliance;threat detection;Extend threat protection to any infrastructure;azure;Microsoft Defender for Cloud
security and compliance;threat detection;Continuous asset discovery, vulnerability management, and threat detection for your Internet of things (IoT) and operational technology (OT) devices;azure;Microsoft Defender for IoT
security and compliance;user identity platform;identity platform for web and mobile application;aws;Amazon Cognito
security and compliance;user identity platform;Synchronize on premises directories and enable single sign on;azure;Azure Active Directory (Azure AD)
security and compliance;virtual private network (VPN);Establish secure, cross premises connectivity;azure;VPN Gateway
storage;backup service;backup;aws;AWS Backup
storage;caching system;cache storage;aws;Amazon File Cache
storage;caching system;File caching for high performance computing (HPC);azure;Azure HPC Cache
storage;data lake;Scalable, secure data lake for high performance analytics;azure;Azure Data Lake Storage
storage;data lake;Hyperscale repository for big data analytics workloads;azure;Azure Data Lake Storage Gen1
storage;data sharing;A simple and safe service for sharing big data with external organizations;azure;Azure Data Share
storage;data sharing;Simple, secure and serverless enterprise grade cloud file shares;azure;Azure Files
storage;data sharing;Enterprise grade Azure file shares, powered by NetApp;azure;Azure NetApp Files
storage;data storage;attached network storage;aws;Amazon Elastic Block Store (EBS)
storage;data storage;simple storage;aws;Amazon Simple Storage service (S3)
storage;data storage;Industry leading price point for storing rarely accessed data;azure;Archive Storage
storage;data storage;Massively scalable and secure object storage;azure;Azure Blob Storage
storage;data storage;High performance, highly durable block storage;azure;Azure Disk Storage
storage;data storage;Durable, highly available, and massively scalable cloud storage;azure;Storage Accounts
storage;data storage;View and interact with Azure storage resources;azure;Storage Explorer
storage;data storage;Lower costs with an enterprise hybrid cloud storage solution;azure;StorSimple
storage;data storage;cloud storage connection;aws;AWS Storage Gateway
storage;data transfer;Appliances and solutions for data transfer to Azure and edge compute;azure;Data Box
storage;disaster recovery;disaster recovery;aws;AWS Elastic Disaster Recovery (DRS)
storage;edge computing;edge computing;aws;Amazon Snowball Edge
storage;edge computing;edge computing;aws;AWS Snowcone
storage;file server;file server;aws;Amazon FSx
storage;file server;Run high performance, file based workloads in the cloud;azure;Avere vFXT for Azure
storage;file system;file system;aws;Amazon Elastic File System (EFS)
storage;file system;Simplify data protection with built in backup management at scale;azure;Azure Backup
storage;file system;Hybrid storage optimization solution for HPC environments;azure;Azure FXT Edge Filer
storage;message queue;Effectively scale apps according to traffic;azure;Queue Storage
virtual desktop infrastructure;desktop;Enable a secure, remote desktop experience from anywhere;azure;Azure Virtual Desktop
virtual desktop infrastructure;desktop;Provision Windows desktops and apps with VMware and Azure Virtual Desktop;azure;VMware Horizon Cloud on Microsoft Azure
virtual desktop infrastructure;desktop;Provision Windows desktops and apps on Azure with Citrix and Azure Virtual Desktop;azure;Citrix Virtual Apps and Desktops for Azure
web;api management;Publish APIs to developers, partners, and employees securely and at scale;azure;API Management
web;containers;Run containerized web apps on Windows and Linux;azure;Web App for containers
web;content delivery  network (CDN);Fast, reliable content delivery network with global reach;azure;Content Delivery Network
web;deployment;Build and deploy Spring Boot apps with a fully managed service from Microsoft and VMware;azure;Azure Spring Cloud
web;enterprise search;Enterprise scale search for app development;azure;Azure Cognitive Search
web;map service;Create location aware web and mobile applications using simple and secure geospatial services, APIs, and SDKs in Azure;azure;Azure Maps
web;notification service;Send push notifications to any platform from any back end;azure;Notification Hubs
web;rich media;Build rich communication experiences with the same secure platform used by Microsoft Teams;azure;Azure Communication Services
web;web and mobile application;Quickly create powerful cloud apps for web and mobile;azure;App Service
web;web and mobile application;Add real time web functionalities easily;azure;Azure SignalR Service
web;web and mobile application;Streamlined full stack development from source code to global high availability;azure;Static Web Apps
web;web and mobile application;Easily build real time messaging web applications using WebSockets and the publish subscribe pattern;azure;Azure Web PubSub
web;web and mobile application;Easily add real time collaborative experiences to your apps with Fluid Framework;azure;Azure Fluid Relay
