category;domain;description;provider;product
developer-tools;undefined;ci/cd pipeline;aws;AWS CodePipeline
developer-tools;undefined;ci/cd pipeline;aws;AWS CodeCatalyst
developer-tools;undefined;command line interface;aws;AWS Command Line Interface
developer-tools;undefined;application analysis, trace and debug;aws;AWS X-Ray
developer-tools;undefined;infrastructure as code;aws;AWS Cloud Development Kit (AWS CDK)
developer-tools;undefined;infrastructure as code;aws;AWS CloudFormation
developer-tools;undefined;artifact repository;aws;AWS CodeArtifact
developer-tools;undefined;browser shell;aws;AWS CloudShell
developer-tools;undefined;open java development kit distribution;aws;Amazon Coretto
developer-tools;undefined;cloud control api;aws;AWS Cloud Control API
developer-tools;undefined;visual application design and build;aws;AWS Application Composer
developer-tools;undefined;resilience testing tool;aws;AWS Fault Injection Service
developer-tools;undefined;Fast, scalable parameter storage for app configuration;azure;App Configuration
developer-tools;undefined;Services for teams to share code, track work, and ship software;azure;Azure DevOps
developer-tools;undefined;Quickly create environments using reusable templates and artifacts;azure;Azure DevTest Labs
developer-tools;undefined;Set up labs for classrooms, trials, development and testing, and other scenarios;azure;Azure Lab Services
developer-tools;undefined;Continuously build, test, and deploy to any platform and cloud;azure;Azure Pipelines
developer-tools;undefined;Get the SDKs and command-line tools you need;azure;SDKs
developer-tools;undefined;Powerful and flexible environment to develop apps in the cloud;azure;Visual Studio
developer-tools;undefined;A powerful, lightweight code editor for cloud development;azure;Visual Studio Code
developer-tools;undefined;Optimize app performance with high-scale load testing;azure;Azure Load Testingï¿½PREVIEW
networking-and-content-delivery;undefined;virtual network connection;aws;AWS Transit Gateway
networking-and-content-delivery;undefined;content delivery network;aws;Amazon Cloud Front
networking-and-content-delivery;undefined;Domain Name Server;aws;Amazon Route 53
networking-and-content-delivery;undefined;virtual network;aws;Amazon Virtual Private Cloud (VPC)
networking-and-content-delivery;undefined;application level networking;aws;AWS App Mesh
networking-and-content-delivery;undefined;cloud resource discovery;aws;AWS Cloud Map
networking-and-content-delivery;undefined;network connection;aws;AWS Direct Connect
networking-and-content-delivery;undefined;network performance;aws;AWS Global Accelerator
networking-and-content-delivery;undefined;virtual private network;aws;AWS Client VPN
networking-and-content-delivery;undefined;virtual private network;aws;AWS Site-to-Site VPN
networking-and-content-delivery;undefined;load balancer;aws;Application Load Balancer
networking-and-content-delivery;undefined;load balancer;aws;Network Load Balancer
networking-and-content-delivery;undefined;load balancer;aws;Gateway Load Balancer
networking-and-content-delivery;undefined;private link;aws;AWS PrivateLink
networking-and-content-delivery;undefined;wide area network;aws;AWS Cloud WAN
networking-and-content-delivery;undefined;cellular network;aws;AWS Private 5G
networking-and-content-delivery;undefined;network traffic management;aws;AWS VPC Lattice
networking-and-content-delivery;undefined;secure access to corporate applications;aws;AWS Verified Access
networking-and-content-delivery;undefined;api gateway;aws;Amazon API Gateway
networking-and-content-delivery;undefined;Build secure, scalable, highly available web front ends in Azure;azure;Application Gateway
networking-and-content-delivery;undefined;Private and fully managed RDP and SSH access to your virtual machines;azure;Azure Bastion
networking-and-content-delivery;undefined;Protect your applications from Distributed Denial of Service (DDoS) attacks;azure;Azure DDoS Protection
networking-and-content-delivery;undefined;Host your DNS domain in Azure;azure;Azure DNS
networking-and-content-delivery;undefined;Experience a fast, reliable, and private connection to Azure;azure;Azure ExpressRoute
networking-and-content-delivery;undefined;Cloud-native and intelligent network firewall security;azure;Azure Firewall
networking-and-content-delivery;undefined;Deliver high availability and network performance to your apps;azure;Load Balancer
networking-and-content-delivery;undefined;Central network security policy and route management for globally distributed, software-defined perimeters;azure;Azure Firewall Manager
networking-and-content-delivery;undefined;Fast, reliable, and more secure cloud content delivery service with intelligent threat protection;azure;Azure Front Door
networking-and-content-delivery;undefined;Test how networking infrastructure changes will impact your customers' performance.;azure;Azure Internet Analyzerï¿½PREVIEW
networking-and-content-delivery;undefined;Private access to services hosted on the Azure platform, keeping your data on the Microsoft network;azure;Azure Private Link
networking-and-content-delivery;undefined;Fast, reliable content delivery network with global reach;azure;Content Delivery Network
networking-and-content-delivery;undefined;Network performance monitoring and diagnostics solution;azure;Network Watcher
networking-and-content-delivery;undefined;Route incoming traffic for high performance and availability;azure;Traffic Manager
networking-and-content-delivery;undefined;Provision private networks, optionally connect to on-premises datacenters;azure;Virtual Network
networking-and-content-delivery;undefined;Optimize and automate branch to branch connectivity through Azure;azure;Virtual WAN
networking-and-content-delivery;undefined;Establish secure, cross-premises connectivity;azure;VPN Gateway
networking-and-content-delivery;undefined;A cloud-native web application firewall (WAF) service that provides powerful protection for web apps;azure;Web Application Firewall
networking-and-content-delivery;undefined;Satellite ground station and scheduling services for fast downlinking of data;azure;Azure Orbitalï¿½PREVIEW
networking-and-content-delivery;undefined;Enable network appliances to exchange routes dynamically with virtual networks in Azure;azure;Azure Route Server
networking-and-content-delivery;undefined;Extend Azure management for deploying 5G and SD-WAN network functions on edge devices;azure;Azure Network Function Manager
networking-and-content-delivery;undefined;Centrally manage virtual networks in Azure from a single pane of glass;azure;Azure Virtual Network Managerï¿½PREVIEW
networking-and-content-delivery;undefined;Rapidly deploy and manage private 5G networks at the enterprise edge;azure;Azure Private 5G Coreï¿½PREVIEW
hybrid-multicloud;undefined;Synchronize on-premises directories and enable single sign-on;azure;Azure Active Directory (Azure AD)
hybrid-multicloud;undefined;Secure, develop, and operate infrastructure, apps, and Azure services anywhere;azure;Azure Arc
hybrid-multicloud;undefined;Fully managed, intelligent, and scalable PostgreSQL;azure;Azure Database for PostgreSQL
hybrid-multicloud;undefined;Services for teams to share code, track work, and ship software;azure;Azure DevOps
hybrid-multicloud;undefined;Experience a fast, reliable, and private connection to Azure;azure;Azure ExpressRoute
hybrid-multicloud;undefined;Extend cloud intelligence and analytics to edge devices;azure;Azure IoT Edge
hybrid-multicloud;undefined;Cloud-native SIEM and intelligent security analytics;azure;Microsoft Sentinel
hybrid-multicloud;undefined;Managed, intelligent SQL in the cloud;azure;Azure SQL Database
hybrid-multicloud;undefined;Consume Services privately on Azure Platform;azure;Azure SQL Edge
hybrid-multicloud;undefined;Build and run innovative hybrid apps across cloud boundaries;azure;Azure Stack
hybrid-multicloud;undefined;Extend threat protection to any infrastructure;azure;Microsoft Defender for Cloud
hybrid-multicloud;undefined;Run your production workloads anywhere on hybrid, familiar hyperconverged infrastructure;azure;Azure Stack HCI
hybrid-multicloud;undefined;Azure Stack Hub is sold as an integrated hardware system, with software pre-installed on validated hardware;azure;Azure Stack Hub
hybrid-multicloud;undefined;An Azure managed device that brings the compute, storage, and intelligence of Azure to the edge;azure;Azure Stack Edge
hybrid-multicloud;undefined;A complete, rugged datacenter solution;azure;Azure Modular Datacenter
mixed-reality;undefined;Use IoT spatial intelligence to create models of physical environments;azure;Azure Digital Twins
mixed-reality;undefined;Build for mixed reality using AI sensors;azure;Kinect DK
mixed-reality;undefined;Render high-quality, interactive 3D content with real-time streaming;azure;Remote Rendering
mixed-reality;undefined;Create multi-user, spatially aware mixed reality experiences;azure;Spatial Anchors
mixed-reality;undefined;Automatically align and anchor 3D content to objects in the physical world;azure;Object Anchorsï¿½PREVIEW
artificial-intelligence;ai_natural-language-processing;document data extract and analysis;aws;Amazon Comprehend
artificial-intelligence;ai_natural-language-processing;health data extract and analysis;aws;Amazon Comprehend Medical
artificial-intelligence;ai_natural-language-processing;text to speech;aws;Amazon Polly
blockchain;undefined;managed blockchain;aws;Amazon Blockchain
blockchain;undefined;ledger database;aws;Amazon Quantum Ledger Database
management-and-governance;undefined;monitoring, logs and alerts;aws;Amazon CloudWatch
management-and-governance;undefined;auto scaling;aws;AWS Auto scaling
management-and-governance;undefined;auto scaling;aws;AWS Application Auto Scaling
management-and-governance;undefined;asset audit and evaluate resources;aws;AWS Config
management-and-governance;undefined;software license manager;aws;AWS License Manager
management-and-governance;undefined;cloud resources events and changes management;aws;AWS Health Dashboard
management-and-governance;undefined;governance, compliance and audit of account;aws;AWS CloudTrail
management-and-governance;undefined;share, organize, and govern IaC templates;aws;AWS Service Catalog
management-and-governance;undefined;control of infrastructure resources;aws;AWS Systems Manager
management-and-governance;undefined;infrastructure inspection for finance, availability and performance recommendations;aws;AWS Trusted Advisor
management-and-governance;undefined;cloud architecture audit;aws;AWS Well-Architected Tool
management-and-governance;undefined;setup of cloud multi account environment (landing zone);aws;AWS Control Tower
management-and-governance;undefined;organization and account management;aws;AWS Organizations
management-and-governance;undefined;centralized management of configuration data;aws;AWS AppConfig
management-and-governance;undefined;chatbot;aws;AWS chatbot
management-and-governance;undefined;backup and restore;aws;AWS Blackint Agent
management-and-governance;undefined;data visualization;aws;AWS Managed Grafana
management-and-governance;undefined;monitoring;opensource;prometheus
management-and-governance;undefined;telemetry data;opensource;OpenTelemetry
management-and-governance;undefined;deployment workflow tool;aws;AWS Proton
management-and-governance;undefined;configuring and deploying third party application;aws;AWS Launch Wizard
management-and-governance;undefined;it service management;aws;AWS Service Management Connector (SMC)
management-and-governance;undefined;telecom network build;aws;AWS Telco Network Builder
management-and-governance;undefined;workload rightsizing;aws;AWS Compute Optimizer
management-and-governance;undefined;console;aws;AWS console Application
management-and-governance;undefined;console;aws;AWS Console Mobile Application
management-and-governance;undefined;Simplify cloud management with process automation;azure;Automation
management-and-governance;undefined;Your personalized Azure best practices recommendation engine;azure;Azure Advisor
management-and-governance;undefined;Simplify data protection with built-in backup management at scale;azure;Azure Backup
management-and-governance;undefined;Enabling quick, repeatable creation of governed environments;azure;Azure Blueprintsï¿½PREVIEW
management-and-governance;undefined;Empowering service providers to manage customers at scale and with precision;azure;Azure Lighthouse
management-and-governance;undefined;Simplify management of cloud offerings;azure;Azure Managed Applications
management-and-governance;undefined;Discover, assess, right-size, and migrate your on-premises virtual machines (VMs) to Azure;azure;Azure Migrate
management-and-governance;undefined;Stay connected to your Azure resourcesï¿½anytime, anywhere;azure;Azure mobile app
management-and-governance;undefined;Full observability into your applications, infrastructure, and network;azure;Azure Monitor
management-and-governance;undefined;Implement corporate governance and standards at scale;azure;Azure Policy
management-and-governance;undefined;Simplify how you manage your app resources;azure;Azure Resource Manager
management-and-governance;undefined;Deliver infrastructure as code for all your Azure resources using Resource Manager;azure;Azure Resource Manager templates
management-and-governance;undefined;Personalized guidance and support for when issues in Azure services affect you;azure;Azure Service Health
management-and-governance;undefined;Keep your business running with built-in disaster recovery service;azure;Azure Site Recovery
management-and-governance;undefined;Streamline Azure administration with a browser-based shell;azure;Cloud Shell
management-and-governance;undefined;Manage your cloud spending with confidence;azure;Azure Cost Management and Billing
management-and-governance;undefined;Build, manage, and monitor all Azure products in a single, unified console;azure;Microsoft Azure portal
management-and-governance;undefined;Network performance monitoring and diagnostics solution;azure;Network Watcher
management-and-governance;undefined;Route incoming traffic for high performance and availability;azure;Traffic Manager
management-and-governance;undefined;Simplify and optimize IT management with automated operations;azure;Azure Automanageï¿½PREVIEW
management-and-governance;undefined;Simplify how you move multiple resources between Azure regions;azure;Azure Resource Mover
management-and-governance;undefined;A unified data governance solution that maximizes the business value of your data;azure;Azure Purview
management-and-governance;undefined;Improve application resilience by introducing faults and simulating outages;azure;Azure Chaos Studioï¿½PREVIEW
artificial-intelligence;ai_machine-learning;hardware engine;aws;Amazon Elastic Inferentia
artificial-intelligence;ai_machine-learning;individualized recommendations;aws;Amazon Personalize
artificial-intelligence;ai_machine-learning;dataset labeling;aws;Amazon SageMaker Ground Truth
artificial-intelligence;ai_machine-learning;optical character recognition (OCR);aws;Amazon Textract
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS Deep Learning
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS Deep Learning Containers
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS Deeep Lens
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS DeepRacer
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS DeepComposer
artificial-intelligence;ai_machine-learning;deep learning;opensource;TensorFlow
artificial-intelligence;ai_machine-learning;deep learning;opensource;PyTorch
artificial-intelligence;ai_machine-learning;deep learning;opensource;Apache MXNet
artificial-intelligence;ai_machine-learning;fraud detection;aws;Amazon Fraud Detector
artificial-intelligence;ai_machine-learning;sdk;aws;AWS Neuron
integration;undefined;Publish APIs to developers, partners, and employees securely and at scale;azure;API Management
integration;undefined;A unified solution that helps protect and combine health data in the cloud and generates healthcare insights with analytics;azure;Azure Healthcare APIsï¿½PREVIEW
integration;undefined;Reliable event delivery at massive scale;azure;Event Grid
integration;undefined;Automate the access and use of data across clouds;azure;Logic Apps
integration;undefined;Connect across private and public cloud environments;azure;Service Bus
integration;undefined;Easily build real-time messaging web applications using WebSockets and the publish-subscribe pattern;azure;Azure Web PubSub
containers;undefined;orchestrator;aws;Amazon Elastic Kubernetes Service (EKS)
containers;undefined;orchestrator;aws;Amazon Elastic Container Service (ECS)
containers;undefined;registry;aws;Amazon Elastic Container Registry (ECR)
containers;undefined;serverless compute engine;aws;AWS Fargate
containers;undefined;serverless compute engine;aws;Red Hat OpenShift Service on AWS (ROSA)
containers;undefined;serverless compute engine;redhat;Openshift
containers;undefined;Fast, scalable parameter storage for app configuration;azure;App Configuration
containers;undefined;Deploy and scale containers on managed Kubernetes;azure;Azure Kubernetes Service (AKS)
containers;undefined;Deploy and scale containers on managed Red Hat OpenShift;azure;Azure Red Hat OpenShift
containers;undefined;Build and deploy modern apps and microservices using serverless containers;azure;Azure Container Appsï¿½PREVIEW
containers;undefined;Execute event-driven serverless code with an end-to-end development experience;azure;Azure Functions
containers;undefined;Run containerized web apps on Windows and Linux;azure;Web App for containers
containers;undefined;Launch containers with hypervisor isolation;azure;Azure Container Instances
containers;undefined;Deploy and operate always-on, scalable, distributed apps;azure;Azure Service Fabric
containers;undefined;Build, store, secure, and replicate container images and artifacts;azure;Azure Container Registry
front-end-web-and-mobile;undefined;web and mobile application full stack development;aws;AWS Amplify
front-end-web-and-mobile;undefined;location functionality, maps, points of interest, geocoding, routing, tracking, geofencing;aws;Amazon location service
